,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project
10/12/90 23:00,0,0,0,0,22.81540267,22.75104474,20.55355134,20.61407649,2.580610064,2.573096148,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:05,0,0,0,0,22.71181834,22.75564296,20.60848679,20.27949729,2.537077172,2.529760586,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:10,0,0,0,0,22.69265966,22.68648217,20.29820568,20.60208092,2.490242776,2.507365849,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:15,0,0,0,0,22.6338349,22.6472711,20.464386,20.34390018,2.448396942,2.451007656,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:20,0,0,0,0,22.57339973,22.59050526,20.4329906,20.33128882,2.423745988,2.412325556,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:25,0,0,0,0,22.5453444,22.53273762,20.04410519,20.20729595,2.37906627,2.383531433,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:30,0,0,0,0,22.46573973,22.47024608,20.28924269,20.17405781,2.341460487,2.322365997,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:35,0,0,0,0,22.45770603,22.41569189,20.14149219,20.51496985,2.281415678,2.280019479,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:40,0,0,0,0,22.37477283,22.38476266,20.27871372,20.17952886,2.233024101,2.245838113,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:45,0,0,0,0,22.36002894,22.32593175,20.06250265,20.17348387,2.204105661,2.206571358,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:50,0,0,0,0,22.28369251,22.24822079,20.04006047,19.97305718,2.169189251,2.160006087,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/12/90 23:55,0,0,0,0,22.17399446,22.21581564,20.16545976,20.14819396,2.110953894,2.128586241,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:00,0,0,0,0,22.16920284,22.1817746,19.93315316,19.87581075,2.023170253,2.015471845,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:05,0,0,0,0,22.17449986,22.18253762,19.98560028,20.11135382,1.838800772,1.841605997,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:10,0,0,0,0,22.15899448,22.15159969,20.06230675,20.13560713,1.678904108,1.667595269,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:15,0,0,0,0,22.18709318,22.19413202,19.8153131,19.99184546,1.486857893,1.485890154,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:20,0,0,0,0,22.18390208,22.17293731,19.88271297,19.82961435,1.316835631,1.321881875,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:25,0,0,0,0,22.18642537,22.18664258,20.0501383,20.05411911,1.136464767,1.148036606,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:30,0,0,0,0,22.22304191,22.18460016,19.91250585,20.03781625,0.96257957,0.960706118,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:35,0,0,0,0,22.19679906,22.19926245,20.0266557,20.06868924,0.79287345,0.795190357,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:40,0,0,0,0,22.1779914,22.17387105,20.0762624,20.04772196,0.628135059,0.612526169,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:45,0,0,0,0,22.18721094,22.16966039,20.15068635,20.00122063,0.443366029,0.43496112,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:50,0,0,0,0,22.21660413,22.14737779,20.15789972,20.14818155,0.256201385,0.270091367,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 0:55,0,0,0,0,22.20747032,22.20833879,19.91901584,20.12131289,0.094719819,0.091940335,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:00,0,0,0,0,22.11982437,22.11863785,19.79865782,19.94474945,0.058467739,0.051958919,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:05,0,0,0,0,22.09262707,22.04874935,19.95652104,19.86181058,0.180055716,0.193812198,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:10,0,0,0,0,22.01541251,22.03733696,19.8942766,19.98466808,0.320251897,0.316745885,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:15,0,0,0,0,21.86458288,21.91797651,19.96868233,19.68759349,0.443067271,0.43600772,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:20,0,0,0,0,21.77702967,21.76607404,19.52220714,19.59575308,0.557281006,0.562869404,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:25,0,0,0,0,21.73521414,21.7443019,19.4163441,19.5787081,0.687039784,0.690464725,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:30,0,0,0,0,21.57317213,21.57917854,19.18354787,19.25847637,0.802147443,0.802893495,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:35,0,0,0,0,21.54692805,21.55620834,19.5631194,19.17352769,0.933587227,0.933425594,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:40,0,0,0,0,21.46578892,21.43406818,19.21945292,19.2139067,1.059991973,1.055120261,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:45,0,0,0,0,21.36868052,21.31691798,19.20575714,19.01475391,1.175151662,1.182159622,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:50,0,0,0,0,21.23237782,21.20403636,18.97907381,19.08849912,1.314409227,1.315704298,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 1:55,0,0,0,0,21.12119635,21.18049317,18.80138377,18.73635767,1.433622687,1.441704161,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:00,0,0,0,0,21.10042269,21.10424107,18.94909295,18.94260531,1.438239872,1.443911069,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:05,0,0,0,0,21.05912545,21.03745895,18.86560974,18.61622245,1.321726687,1.312520023,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:10,0,0,0,0,20.98344793,20.96652526,18.65855878,18.73502751,1.187754561,1.19252148,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:15,0,0,0,0,20.95994318,20.97781811,18.90455033,18.90480893,1.070732441,1.057081957,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:20,0,0,0,0,20.93604589,20.89710302,18.66895661,18.66795967,0.948967124,0.937906422,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:25,0,0,0,0,20.87971629,20.87883704,18.56281746,18.52559593,0.824687388,0.808672152,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:30,0,0,0,0,20.84462975,20.83824931,18.69292937,18.53189381,0.691833306,0.703486009,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:35,0,0,0,0,20.7634886,20.81890969,18.47428496,18.65641466,0.570971002,0.575152831,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:40,0,0,0,0,20.77662014,20.72565341,18.53970483,18.59195148,0.442089899,0.444750503,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:45,0,0,0,0,20.64681033,20.6999051,18.32131615,18.68344424,0.316343434,0.305353948,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:50,0,0,0,0,20.66388349,20.63966351,18.42604851,18.21194244,0.181255801,0.197410815,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 2:55,0,0,0,0,20.62551058,20.61204663,18.3705564,18.5306447,0.050406052,0.070940648,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:00,0,0,0,0,20.63236943,20.59125558,18.20073669,18.38753339,0.066598238,0.045309048,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:05,0,0,0,0,20.59927477,20.61470788,18.41095176,18.35192195,0.187533544,0.18854538,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:10,0,0,0,0,20.60249396,20.59680363,18.47159334,18.44790122,0.303296548,0.305836119,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:15,0,0,0,0,20.64306855,20.59963968,18.52881908,18.25714809,0.430309146,0.438434237,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:20,0,0,0,0,20.60510166,20.5921089,18.48707188,18.42142407,0.563498289,0.56087992,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:25,0,0,0,0,20.61216208,20.59660149,18.50773905,18.49248115,0.679588122,0.67405288,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:30,0,0,0,0,20.58004297,20.58281766,18.40186391,18.31603022,0.816464939,0.809670483,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:35,0,0,0,0,20.59283349,20.53008804,18.48294137,18.44856368,0.930397135,0.92048964,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:40,0,0,0,0,20.64006174,20.60415905,18.18481598,18.33592577,1.053555227,1.055101183,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:45,0,0,0,0,20.60354327,20.60099444,18.62667158,18.42651381,1.175235093,1.201597106,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:50,0,0,0,0,20.64724639,20.61127423,18.56130607,18.37509936,1.317150666,1.306248462,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 3:55,0,0,0,0,20.55876766,20.63955863,18.33624643,18.38812058,1.434879827,1.432928935,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:00,0,0,0,0,20.55594453,20.58895736,18.2276476,18.35106189,1.440855011,1.433185264,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:05,0,0,0,0,20.54084749,20.58192393,18.14380666,18.39077815,1.326474616,1.312186883,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:10,0,0,0,0,20.44016251,20.43733209,18.26319741,18.22684299,1.187355292,1.188480251,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:15,0,0,0,0,20.41568123,20.42586979,18.18109834,18.28804013,1.070980705,1.041375612,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:20,0,0,0,0,20.3897801,20.38814881,18.06666659,18.2245668,0.950834217,0.937754283,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:25,0,0,0,0,20.33775493,20.34031255,18.18714645,18.08875343,0.813947653,0.810646832,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:30,0,0,0,0,20.2749129,20.3069306,18.28023299,18.0917125,0.705813422,0.675475391,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:35,0,0,0,0,20.23812299,20.20336552,18.0204479,17.94310597,0.561741693,0.568505118,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:40,0,0,0,0,20.14714674,20.1726556,18.07646768,18.05128353,0.441434423,0.450812788,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:45,0,0,0,0,20.14686962,20.08491429,18.11413209,17.97250119,0.317346999,0.314472691,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:50,0,0,0,0,20.06776621,20.07150671,17.88404101,17.96878767,0.186019969,0.195338923,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 4:55,0,0,0,0,19.9922582,20.07383547,17.79057684,17.88693085,0.075420589,0.070704352,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:00,0,0,0,0,19.99933124,20.00073603,17.84266631,17.77368751,0.126950206,0.141438745,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:05,0,0,0,0,20.00414504,20.0227281,17.83818404,17.65080223,0.441544236,0.443629174,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:10,0,0,0,0,19.98598468,20.01079183,17.66347147,17.85099107,0.745803658,0.752146976,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:15,0,0,0,0,20.01696847,19.95396798,17.88389411,17.7071609,1.050952174,1.041424993,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:20,0,0,0,0,20.01443119,19.98695678,17.78469188,17.84637965,1.338462184,1.353241294,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:25,0,0,0,0,20.00952587,19.97237749,17.85911364,17.97015033,1.654405949,1.63780678,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:30,0,0,0,0,19.9809423,20.05475406,17.94168741,17.90586768,1.957076194,1.945599554,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:35,0,0,0,0,20.00883778,20.02270569,17.93461679,17.72009252,2.24097473,2.233108207,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:40,0,0,0,0,20.00651964,20.01119663,17.78589091,17.71356934,2.532342004,2.537344103,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:45,0,0,0,0,19.9807267,19.96584651,17.82040981,17.89162288,2.841691797,2.847669479,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:50,0,0,0,0,20.01610892,20.00729218,17.95537682,17.88313001,3.151624562,3.138676118,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 5:55,0,0,0,0,19.99139956,19.97700253,17.84021557,17.65509737,3.440446895,3.435292238,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/13/90 6:00,3.087938295,4.144413945,5.102029487,3.381830013,20.03658976,20.04904825,17.73239915,17.72285806,3.561200438,3.568973835,47429.07898,2307.924893,4068.601291,8548.308395,6872.077486,4814.965138,3955.105277,3013.633014,4060.066375
10/13/90 6:05,18.60856688,16.66074811,16.28032532,19.00618002,20.00647486,20.07036903,17.81902876,17.8090975,3.489248896,3.477008366,110741.4029,17835.39011,13663.23425,13199.78802,17254.4383,19658.51335,11734.19222,13192.67684,16812.84237
10/13/90 6:10,36.88941146,32.78547938,29.35887739,27.48713792,20.14206393,20.09975678,18.06480922,18.04010651,3.38980007,3.402078459,197306.9361,26826.23975,30094.25146,26979.81418,29804.45724,28396.06613,27060.41336,26230.08534,25614.10999
10/13/90 6:15,49.75139219,51.51927648,39.73577416,39.60409812,20.13194756,20.14841758,18.09038435,18.03622747,3.312044973,3.303441656,307548.9145,38619.49798,37877.98093,36110.7084,41175.50387,39256.1253,38531.32882,40405.29441,38906.90123
10/13/90 6:20,59.15695194,62.00789776,51.98688055,49.8488078,20.2309915,20.2081743,17.97347222,18.15743742,3.223198445,3.224058363,388281.1131,47651.84315,46726.18906,49852.33492,50272.2914,48414.8531,50520.16536,49047.76359,50348.28325
10/13/90 6:25,72.4645549,73.98922865,59.64586838,63.6398994,20.23269595,20.29588723,18.03899457,18.22369872,3.126727879,3.153830406,473055.0475,61956.58923,61103.9159,59424.25688,61133.57637,57281.00491,59212.31595,58814.35121,59848.78321
10/13/90 6:30,88.62191034,90.43657254,73.65701693,73.43802823,20.32646323,20.26970491,18.03847925,18.25971081,3.070780403,3.061911088,565130.4,74188.19351,69238.62457,69030.30973,74151.90612,68614.49608,71568.33687,71062.50234,74740.06607
10/13/90 6:35,105.3361189,101.3252966,83.50404625,85.51025685,20.39125397,20.33951076,18.11309188,18.07557966,2.978908508,2.966707123,648003.9211,83976.07271,83805.44548,82307.80259,81106.17669,82437.34894,81314.6488,80110.85868,79970.8588
10/13/90 6:40,119.7056818,115.0230938,96.32546174,98.30655855,20.41115971,20.43157712,18.28391034,18.16306677,2.882941011,2.886097665,730663.9388,93437.73599,92931.55512,95847.46156,90476.54398,92715.17378,94986.39519,91006.41823,95496.00317
10/13/90 6:45,130.7794675,132.4634277,107.8969181,109.753755,20.46427287,20.4479745,19.94360698,20.02052181,2.800148321,2.795354353,822559.0577,106817.115,104961.5187,102752.6318,107669.2976,104551.1392,102254.3771,105114.3834,103410.5152
10/13/90 6:50,143.3206286,148.1105015,119.0058703,117.9305333,20.50926376,20.53205145,22.94781828,22.78559134,2.724357919,2.72864571,919106.8403,117372.3353,115890.8104,116377.7327,113394.7468,117601.3195,116747.2402,116179.2497,111823.9247
10/13/90 6:55,163.6099687,160.5955309,128.5774744,129.0597772,20.58184591,20.59330265,25.11527643,25.05478701,2.646645565,2.641593538,995408.7055,126739.6888,130210.702,128589.2517,126055.0648,124899.1467,123572.9809,127706.4575,129655.003
10/13/90 7:00,176.4615561,177.0199081,146.8025406,145.0532713,20.67725457,20.64165363,26.78817676,26.7039497,2.575864026,2.581937199,1121985.888,139739.0097,139859.8422,138840.2308,140876.09,140939.4554,140431.5881,140807.9938,138419.3514
10/13/90 7:05,195.1259285,201.2974551,164.6923541,161.9517875,20.91265407,20.85668216,27.7104714,27.62823579,2.545717502,2.540225386,1252755.384,159789.9151,158901.6494,159735.2161,159638.7609,158768.2262,161397.9273,160769.2664,161549.0387
10/13/90 7:10,222.6612005,221.253064,184.3290688,182.3167636,21.04378132,21.07839277,28.57793919,28.7812519,2.480677242,2.492018237,1415993.081,178729.5492,176730.8624,177112.5267,177130.9608,178706.1619,178439.4778,177717.6627,181332.0128
10/13/90 7:15,243.8472607,240.0932023,199.5656662,199.9598045,21.26936344,21.27014211,29.80639828,29.55822842,2.465696914,2.455191254,1567960.637,198126.4072,197786.1576,195870.4762,197305.1139,197226.831,193086.9148,194648.9553,198675.3034
10/13/90 7:20,266.4509568,264.3620267,218.7977052,221.13781,21.4550117,21.45922249,30.82607219,30.7289401,2.410184627,2.405807268,1707626.755,216048.948,216924.3622,216057.9946,215641.4369,214935.5468,213833.4707,213709.9511,216827.0824
10/13/90 7:25,288.9389719,290.2757387,237.6921432,237.7468188,21.62567108,21.61401319,31.46279711,31.53646137,2.37316501,2.369344833,1864564.199,232905.5528,234049.6046,233972.1323,231782.8373,234627.0375,232483.878,235691.4135,233145.6218
10/13/90 7:30,310.2504982,314.9408365,254.3396013,257.2932362,21.77435372,21.81600695,32.72299224,32.88818807,2.312927808,2.325434048,1991108.769,252282.1345,251727.469,255007.0985,255632.4591,251391.9769,251612.0765,255388.0114,250290.1754
10/13/90 7:35,335.967702,332.0939654,276.3090485,275.2424729,21.90794887,21.9706686,33.60724816,33.64771231,2.287518252,2.290415365,2154155.002,271421.7385,271448.9255,269055.4636,271905.5074,273403.5034,271262.2163,272489.0594,271208.6003
10/13/90 7:40,351.7035395,352.8637311,290.9992033,289.8355711,22.16467069,22.1312779,34.74102996,34.73717646,2.236409702,2.248254836,2288913.792,291531.3486,290306.4552,288224.1547,292234.8849,289135.7822,291354.7657,288923.4834,288580.2433
10/13/90 7:45,378.341449,379.7429477,311.3257876,305.4160759,22.36200542,22.34969696,35.68962765,35.59822737,2.213494302,2.221191273,2459138.161,306667.5929,309994.4413,308592.4954,310811.9213,310421.5157,305209.9994,311009.0755,307891.844
10/13/90 7:50,402.1399222,399.6185136,328.9275113,329.8079562,22.52632784,22.55270858,36.74818223,36.64415069,2.161903806,2.165789813,2590543.907,327130.7295,326396.3541,327741.3507,327552.2493,327509.2933,328696.193,328316.8059,330077.4274
10/13/90 7:55,426.3450587,417.6486264,347.9575505,347.527137,22.7105573,22.71324807,37.67052217,37.6426916,2.116034778,2.112833237,2733582.213,350644.7736,347012.5515,347339.6446,343870.2688,346322.776,346769.2826,343204.8463,346032.8564
10/13/90 8:00,429.825794,425.6690021,353.9887149,351.9953885,22.87792342,22.80599514,38.12751064,38.10982891,2.062453471,2.093095111,2804258.742,351213.0263,349625.6117,355237.9818,349217.5645,355409.5201,352132.8798,350515.4126,353669.1933
10/13/90 8:05,419.5568256,421.6992192,354.748345,352.2423058,22.9131498,22.94884445,37.73017959,37.83616348,2.028922669,2.018546691,2712743.854,346055.9869,347515.8146,347818.727,346889.835,347279.5791,343001.1704,346476.3053,347585.6926
10/13/90 8:10,410.5106447,409.5729808,346.774938,346.831558,23.00099013,23.00232757,37.52089542,37.92293538,1.982539525,1.985070725,2718118.681,341425.2813,338480.2725,339327.6616,340971.337,337738.7645,336801.2909,337801.8257,343976.3298
10/13/90 8:15,402.1637609,399.7628639,349.7628646,344.8890123,23.08787268,23.14101335,37.66712313,37.46706115,1.925970775,1.923501597,2636644.927,332447.2653,333169.4555,334182.9725,336210.4508,333501.8184,329262.5868,329193.7437,332458.9333
10/13/90 8:20,394.7188446,395.7244654,343.0164509,344.6402341,23.22960422,23.20008088,37.28845113,37.20961781,1.8773348,1.892671382,2600705.397,328357.8724,323008.1115,326924.6915,326892.18,326841.3351,325292.4084,325470.9701,321932.5047
10/13/90 8:25,386.7656142,386.867439,338.921054,337.8529674,23.33134602,23.27765131,37.25008488,37.20283972,1.825186113,1.823411644,2519379.05,319011.2774,318028.708,321058.3829,319260.2106,319049.1361,318138.1866,318273.0822,323134.3408
10/13/90 8:30,556.1218874,302.1001024,215.9330492,366.3805801,23.44819468,23.43442226,36.7976595,36.93890866,1.761620071,1.781743007,2467562.846,310378.9029,313980.688,311224.154,311382.3251,313620.8244,315014.6673,313518.3493,313902.3376
10/13/90 8:35,359.6694047,155.6669168,285.1026154,315.4356836,23.4771455,23.47183196,36.64665816,36.47597532,1.729759289,1.720681276,2433561.062,305750.3198,302936.0866,306451.6068,305793.9187,306102.1809,304125.3664,308687.6059,306927.0483
10/13/90 8:40,205.6631392,760.2153925,435.8443786,200.5386919,23.60098045,23.60721264,36.45310186,36.38944333,1.669583091,1.681555136,2390424.391,299101.4297,298169.0468,296133.0047,298273.8652,301170.664,301204.5058,299178.6287,295401.6747
10/13/90 8:45,354.8812799,354.679094,323.0296627,323.7734305,23.63478982,23.6290319,36.45638897,36.27598635,1.635454593,1.633828453,2312386.199,295770.1221,289623.9224,294102.5705,291554.6537,292156.6932,292672.6548,293504.305,290289.4865
10/13/90 8:50,348.1309533,345.4018794,319.5632414,320.843298,23.737863,23.7379608,36.19784775,36.00840977,1.563356073,1.579392216,2258936.526,286809.9578,287085.7954,284053.9497,287584.6612,286287.6235,285838.977,284319.4319,286917.0724
10/13/90 8:55,334.3823659,336.1695292,315.103395,318.6827481,23.85184142,23.84614063,35.96886471,35.73472477,1.527454146,1.514991843,2229693.958,280950.8766,280063.8928,278391.7825,277161.8417,282833.9872,277926.0268,276897.4023,278893.5788
10/13/90 9:00,333.2993572,331.1681149,311.7017132,314.4355473,23.9407917,23.94968964,35.82267181,35.68832918,1.565708572,1.57754452,2183963.547,273715.5494,271193.3077,273810.6069,274328.0931,277740.7542,275647.0346,273313.3699,271758.6914
10/13/90 9:05,325.366836,331.5719733,310.5483535,312.3792875,24.0773143,24.02019988,35.76143571,35.93244938,1.69711302,1.692734505,2171882.199,272502.0226,270383.1957,270988.7285,274004.5381,269252.9901,269175.014,272372.1907,272693.569
10/13/90 9:10,328.1357821,327.9555058,308.9386058,309.8792335,24.11838575,24.14020831,35.6264699,35.87554512,1.843284812,1.835887672,2126841.731,265310.1687,268122.3441,266991.6552,269822.4512,267838.0642,269069.6737,270069.3951,266352.3155
10/13/90 9:15,323.4978664,323.1772534,308.1640757,304.5584333,24.23033079,24.19673753,35.58286988,35.81455856,1.972822489,1.955709675,2089153.371,267127.4742,265185.1783,264822.4948,266332.6931,263457.6012,264022.5476,265486.0835,267791.0049
10/13/90 9:20,319.837544,323.2256845,301.711931,304.8584939,24.36608277,24.31809295,35.71163368,35.56628628,2.092875359,2.091354831,2108749.071,261932.4323,262855.6383,264015.3803,263450.8012,264333.4045,265748.5975,266951.8063,261877.3393
10/13/90 9:25,316.9234265,316.7334726,302.8764449,300.7731243,24.41913549,24.37900923,35.52767017,35.63274671,2.219631101,2.236163972,2076127.026,263488.2261,259353.6896,261421.0758,259214.7862,263569.9977,259018.2866,259576.7412,263480.193
10/13/90 9:30,310.7129836,313.5777881,302.1508327,304.5283168,24.50882326,24.4805034,35.63497117,35.75105592,2.355639121,2.364949657,2049095.553,257727.7201,258310.2849,257649.5163,258826.9277,259774.6956,260162.3064,257291.8987,259384.1435
10/13/90 9:35,310.7775508,309.9660592,298.1744359,296.0919096,24.56487781,24.59836776,35.55442097,35.66147786,2.499317565,2.490542784,2010560.422,257658.1129,256961.5788,257118.0173,257760.5465,255540.2551,258753.0366,255147.9093,253496.3341
10/13/90 9:40,309.7945631,310.3574955,295.6705618,298.6163202,24.70781965,24.67713326,35.6981226,35.48073749,2.631332101,2.633209435,2032483.116,255535.874,252908.7152,252530.3437,254862.3155,253472.1067,255954.1437,253932.1411,254516.781
10/13/90 9:45,304.6217772,306.428793,295.5413451,294.9036791,24.75683501,24.78829585,35.62552533,35.63660194,2.759144384,2.756113159,1997757.772,252529.3367,253434.9974,250057.0431,248500.2841,252782.3706,251189.3962,251076.4372,249335.7625
10/13/90 9:50,304.0835082,302.7692504,294.8236557,294.1131444,24.85228245,24.85537011,35.61995992,35.60796736,2.893978417,2.907112238,1926424.349,244057.5202,247988.3585,250902.4107,248267.9825,249901.7016,249586.6944,247994.8959,248763.6948
10/13/90 9:55,298.068939,302.5970146,289.8128801,290.0458866,24.91055381,24.90569227,35.65517436,35.53485884,3.035222245,3.032501357,1950436.889,245237.742,243748.4412,247591.8579,247512.45,247285.7645,242872.0296,247566.7621,244416.7055
10/13/90 10:00,326.6408562,322.6765643,309.8005975,307.3997385,25.11792599,25.02619726,36.60054232,36.59060805,3.056726527,3.048805945,2113353.483,264453.7922,264487.6256,259679.8204,260404.211,261935.4046,262716.2459,261557.9972,262860.1282
10/13/90 10:05,377.7148274,380.45286,350.9420558,352.5288996,25.16417248,25.25197,38.80050419,38.82339688,2.979707245,2.974712655,2360312.232,303910.0326,301911.9899,300944.8068,305358.5893,302281.3409,306845.3432,304530.9142,302907.772
10/13/90 10:10,431.0896854,432.2751843,390.2403369,388.0464967,25.26837043,25.35572239,41.1161757,41.0366015,2.88494754,2.916076935,2704971.85,342290.8307,344608.7669,343432.8878,338290.2661,339296.3342,340496.2069,341962.1275,343021.3322
10/13/90 10:15,484.0132087,485.675336,432.3814518,429.5220837,25.50101637,25.47448919,43.1618402,43.04108907,2.809497877,2.817844129,2994866.653,382128.6623,383041.5603,380397.0827,380267.1898,382674.4139,384420.8011,382053.6435,381141.3192
10/13/90 10:20,540.3034755,535.7841965,470.8950937,469.5549005,25.63897139,25.63488436,45.22610395,45.33747544,2.733530726,2.731500901,3296229.774,423623.2548,421263.1451,418439.7774,421242.7759,421454.2332,420551.9185,419130.0521,422304.8005
10/13/90 10:25,595.9094173,591.6723699,515.0247567,516.3465776,25.80014035,25.80606492,47.78567874,47.65101618,2.641501422,2.645683082,3638664.109,458211.7857,458840.5701,459646.4503,460929.9305,461104.8805,458863.1147,458423.98,458535.9424
10/13/90 10:30,646.8576146,647.9525584,550.0243807,556.2632303,25.92736337,25.95736703,49.8709313,50.01842559,2.553556086,2.57560164,3923371.158,497529.5837,498971.1694,497259.1174,496949.2532,498096.0811,497487.7611,500429.4235,497808.4811
10/13/90 10:35,695.35001,700.639869,594.4137143,595.9220226,26.08029288,26.07577085,52.19637148,52.12813702,2.470329539,2.47761521,4258775.466,538344.6304,536144.4836,538004.6467,536683.8166,538406.8323,534010.447,539860.7643,535965.6029
10/13/90 10:40,753.0137845,752.7409887,634.2265654,635.8781682,26.196597,26.16147683,54.27794517,54.27133948,2.391618229,2.399569423,4530340.804,576284.0448,580414.2791,576482.2739,583839.4804,579103.9296,575961.5669,578423.9123,580006.6356
